,filepaths,labels
14943,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/150.jpg,GOLDEN CHEEKED WARBLER
14944,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/151.jpg,GOLDEN CHEEKED WARBLER
14945,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/152.jpg,GOLDEN CHEEKED WARBLER
14946,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/153.jpg,GOLDEN CHEEKED WARBLER
14947,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/154.jpg,GOLDEN CHEEKED WARBLER
14948,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/155.jpg,GOLDEN CHEEKED WARBLER
14949,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/156.jpg,GOLDEN CHEEKED WARBLER
14950,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/157.jpg,GOLDEN CHEEKED WARBLER
14951,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/158.jpg,GOLDEN CHEEKED WARBLER
14952,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/159.jpg,GOLDEN CHEEKED WARBLER
14953,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/160.jpg,GOLDEN CHEEKED WARBLER
14954,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/161.jpg,GOLDEN CHEEKED WARBLER
14955,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/162.jpg,GOLDEN CHEEKED WARBLER
14956,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/163.jpg,GOLDEN CHEEKED WARBLER
14957,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/164.jpg,GOLDEN CHEEKED WARBLER
14958,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/165.jpg,GOLDEN CHEEKED WARBLER
14959,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/166.jpg,GOLDEN CHEEKED WARBLER
14960,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/167.jpg,GOLDEN CHEEKED WARBLER
14961,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/168.jpg,GOLDEN CHEEKED WARBLER
14962,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/169.jpg,GOLDEN CHEEKED WARBLER
14963,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/170.jpg,GOLDEN CHEEKED WARBLER
14964,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/171.jpg,GOLDEN CHEEKED WARBLER
14965,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/172.jpg,GOLDEN CHEEKED WARBLER
14966,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/173.jpg,GOLDEN CHEEKED WARBLER
14967,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/174.jpg,GOLDEN CHEEKED WARBLER
14968,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/175.jpg,GOLDEN CHEEKED WARBLER
14969,../input/100-bird-species/train/GOLDEN CHEEKED WARBLER/176.jpg,GOLDEN CHEEKED WARBLER
14970,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/001.jpg,GOLDEN CHLOROPHONIA
14971,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/002.jpg,GOLDEN CHLOROPHONIA
14972,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/003.jpg,GOLDEN CHLOROPHONIA
14973,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/004.jpg,GOLDEN CHLOROPHONIA
14974,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/005.jpg,GOLDEN CHLOROPHONIA
14975,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/006.jpg,GOLDEN CHLOROPHONIA
14976,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/007.jpg,GOLDEN CHLOROPHONIA
14977,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/008.jpg,GOLDEN CHLOROPHONIA
14978,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/009.jpg,GOLDEN CHLOROPHONIA
14979,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/010.jpg,GOLDEN CHLOROPHONIA
14980,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/011.jpg,GOLDEN CHLOROPHONIA
14981,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/012.jpg,GOLDEN CHLOROPHONIA
14982,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/013.jpg,GOLDEN CHLOROPHONIA
14983,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/014.jpg,GOLDEN CHLOROPHONIA
14984,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/015.jpg,GOLDEN CHLOROPHONIA
14985,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/016.jpg,GOLDEN CHLOROPHONIA
14986,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/017.jpg,GOLDEN CHLOROPHONIA
14987,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/018.jpg,GOLDEN CHLOROPHONIA
14988,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/019.jpg,GOLDEN CHLOROPHONIA
14989,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/020.jpg,GOLDEN CHLOROPHONIA
14990,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/021.jpg,GOLDEN CHLOROPHONIA
14991,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/022.jpg,GOLDEN CHLOROPHONIA
14992,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/023.jpg,GOLDEN CHLOROPHONIA
14993,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/024.jpg,GOLDEN CHLOROPHONIA
14994,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/025.jpg,GOLDEN CHLOROPHONIA
14995,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/026.jpg,GOLDEN CHLOROPHONIA
14996,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/027.jpg,GOLDEN CHLOROPHONIA
14997,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/028.jpg,GOLDEN CHLOROPHONIA
14998,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/029.jpg,GOLDEN CHLOROPHONIA
14999,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/030.jpg,GOLDEN CHLOROPHONIA
15000,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/031.jpg,GOLDEN CHLOROPHONIA
15001,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/032.jpg,GOLDEN CHLOROPHONIA
15002,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/033.jpg,GOLDEN CHLOROPHONIA
15003,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/034.jpg,GOLDEN CHLOROPHONIA
15004,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/035.jpg,GOLDEN CHLOROPHONIA
15005,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/036.jpg,GOLDEN CHLOROPHONIA
15006,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/037.jpg,GOLDEN CHLOROPHONIA
15007,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/038.jpg,GOLDEN CHLOROPHONIA
15008,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/039.jpg,GOLDEN CHLOROPHONIA
15009,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/040.jpg,GOLDEN CHLOROPHONIA
15010,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/041.jpg,GOLDEN CHLOROPHONIA
15011,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/042.jpg,GOLDEN CHLOROPHONIA
15012,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/043.jpg,GOLDEN CHLOROPHONIA
15013,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/044.jpg,GOLDEN CHLOROPHONIA
15014,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/045.jpg,GOLDEN CHLOROPHONIA
15015,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/046.jpg,GOLDEN CHLOROPHONIA
15016,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/047.jpg,GOLDEN CHLOROPHONIA
15017,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/048.jpg,GOLDEN CHLOROPHONIA
15018,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/049.jpg,GOLDEN CHLOROPHONIA
15019,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/050.jpg,GOLDEN CHLOROPHONIA
15020,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/051.jpg,GOLDEN CHLOROPHONIA
15021,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/052.jpg,GOLDEN CHLOROPHONIA
15022,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/053.jpg,GOLDEN CHLOROPHONIA
15023,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/054.jpg,GOLDEN CHLOROPHONIA
15024,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/055.jpg,GOLDEN CHLOROPHONIA
15025,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/056.jpg,GOLDEN CHLOROPHONIA
15026,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/057.jpg,GOLDEN CHLOROPHONIA
15027,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/058.jpg,GOLDEN CHLOROPHONIA
15028,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/059.jpg,GOLDEN CHLOROPHONIA
15029,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/060.jpg,GOLDEN CHLOROPHONIA
15030,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/061.jpg,GOLDEN CHLOROPHONIA
15031,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/062.jpg,GOLDEN CHLOROPHONIA
15032,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/063.jpg,GOLDEN CHLOROPHONIA
15033,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/064.jpg,GOLDEN CHLOROPHONIA
15034,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/065.jpg,GOLDEN CHLOROPHONIA
15035,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/066.jpg,GOLDEN CHLOROPHONIA
15036,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/067.jpg,GOLDEN CHLOROPHONIA
15037,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/068.jpg,GOLDEN CHLOROPHONIA
15038,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/069.jpg,GOLDEN CHLOROPHONIA
15039,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/070.jpg,GOLDEN CHLOROPHONIA
15040,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/071.jpg,GOLDEN CHLOROPHONIA
15041,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/072.jpg,GOLDEN CHLOROPHONIA
15042,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/073.jpg,GOLDEN CHLOROPHONIA
15043,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/074.jpg,GOLDEN CHLOROPHONIA
15044,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/075.jpg,GOLDEN CHLOROPHONIA
15045,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/076.jpg,GOLDEN CHLOROPHONIA
15046,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/077.jpg,GOLDEN CHLOROPHONIA
15047,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/078.jpg,GOLDEN CHLOROPHONIA
15048,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/079.jpg,GOLDEN CHLOROPHONIA
15049,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/080.jpg,GOLDEN CHLOROPHONIA
15050,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/081.jpg,GOLDEN CHLOROPHONIA
15051,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/082.jpg,GOLDEN CHLOROPHONIA
15052,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/083.jpg,GOLDEN CHLOROPHONIA
15053,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/084.jpg,GOLDEN CHLOROPHONIA
15054,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/085.jpg,GOLDEN CHLOROPHONIA
15055,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/086.jpg,GOLDEN CHLOROPHONIA
15056,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/087.jpg,GOLDEN CHLOROPHONIA
15057,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/088.jpg,GOLDEN CHLOROPHONIA
15058,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/089.jpg,GOLDEN CHLOROPHONIA
15059,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/090.jpg,GOLDEN CHLOROPHONIA
15060,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/091.jpg,GOLDEN CHLOROPHONIA
15061,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/092.jpg,GOLDEN CHLOROPHONIA
15062,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/093.jpg,GOLDEN CHLOROPHONIA
15063,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/094.jpg,GOLDEN CHLOROPHONIA
15064,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/095.jpg,GOLDEN CHLOROPHONIA
15065,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/096.jpg,GOLDEN CHLOROPHONIA
15066,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/097.jpg,GOLDEN CHLOROPHONIA
15067,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/098.jpg,GOLDEN CHLOROPHONIA
15068,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/099.jpg,GOLDEN CHLOROPHONIA
15069,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/100.jpg,GOLDEN CHLOROPHONIA
15070,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/101.jpg,GOLDEN CHLOROPHONIA
15071,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/102.jpg,GOLDEN CHLOROPHONIA
15072,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/103.jpg,GOLDEN CHLOROPHONIA
15073,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/104.jpg,GOLDEN CHLOROPHONIA
15074,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/105.jpg,GOLDEN CHLOROPHONIA
15075,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/106.jpg,GOLDEN CHLOROPHONIA
15076,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/107.jpg,GOLDEN CHLOROPHONIA
15077,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/108.jpg,GOLDEN CHLOROPHONIA
15078,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/109.jpg,GOLDEN CHLOROPHONIA
15079,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/110.jpg,GOLDEN CHLOROPHONIA
15080,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/111.jpg,GOLDEN CHLOROPHONIA
15081,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/112.jpg,GOLDEN CHLOROPHONIA
15082,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/113.jpg,GOLDEN CHLOROPHONIA
15083,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/114.jpg,GOLDEN CHLOROPHONIA
15084,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/115.jpg,GOLDEN CHLOROPHONIA
15085,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/116.jpg,GOLDEN CHLOROPHONIA
15086,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/117.jpg,GOLDEN CHLOROPHONIA
15087,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/118.jpg,GOLDEN CHLOROPHONIA
15088,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/119.jpg,GOLDEN CHLOROPHONIA
15089,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/120.jpg,GOLDEN CHLOROPHONIA
15090,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/121.jpg,GOLDEN CHLOROPHONIA
15091,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/122.jpg,GOLDEN CHLOROPHONIA
15092,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/123.jpg,GOLDEN CHLOROPHONIA
15093,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/124.jpg,GOLDEN CHLOROPHONIA
15094,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/125.jpg,GOLDEN CHLOROPHONIA
15095,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/126.jpg,GOLDEN CHLOROPHONIA
15096,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/127.jpg,GOLDEN CHLOROPHONIA
15097,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/128.jpg,GOLDEN CHLOROPHONIA
15098,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/129.jpg,GOLDEN CHLOROPHONIA
15099,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/130.jpg,GOLDEN CHLOROPHONIA
15100,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/131.jpg,GOLDEN CHLOROPHONIA
15101,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/132.jpg,GOLDEN CHLOROPHONIA
15102,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/133.jpg,GOLDEN CHLOROPHONIA
15103,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/134.jpg,GOLDEN CHLOROPHONIA
15104,../input/100-bird-species/train/GOLDEN CHLOROPHONIA/135.jpg,GOLDEN CHLOROPHONIA
15105,../input/100-bird-species/train/GOLDEN EAGLE/001.jpg,GOLDEN EAGLE
15106,../input/100-bird-species/train/GOLDEN EAGLE/002.jpg,GOLDEN EAGLE
15107,../input/100-bird-species/train/GOLDEN EAGLE/003.jpg,GOLDEN EAGLE
15108,../input/100-bird-species/train/GOLDEN EAGLE/004.jpg,GOLDEN EAGLE
15109,../input/100-bird-species/train/GOLDEN EAGLE/005.jpg,GOLDEN EAGLE
15110,../input/100-bird-species/train/GOLDEN EAGLE/006.jpg,GOLDEN EAGLE
15111,../input/100-bird-species/train/GOLDEN EAGLE/007.jpg,GOLDEN EAGLE
15112,../input/100-bird-species/train/GOLDEN EAGLE/008.jpg,GOLDEN EAGLE
15113,../input/100-bird-species/train/GOLDEN EAGLE/009.jpg,GOLDEN EAGLE
15114,../input/100-bird-species/train/GOLDEN EAGLE/010.jpg,GOLDEN EAGLE
15115,../input/100-bird-species/train/GOLDEN EAGLE/011.jpg,GOLDEN EAGLE
15116,../input/100-bird-species/train/GOLDEN EAGLE/012.jpg,GOLDEN EAGLE
15117,../input/100-bird-species/train/GOLDEN EAGLE/013.jpg,GOLDEN EAGLE
15118,../input/100-bird-species/train/GOLDEN EAGLE/014.jpg,GOLDEN EAGLE
15119,../input/100-bird-species/train/GOLDEN EAGLE/015.jpg,GOLDEN EAGLE
15120,../input/100-bird-species/train/GOLDEN EAGLE/016.jpg,GOLDEN EAGLE
15121,../input/100-bird-species/train/GOLDEN EAGLE/017.jpg,GOLDEN EAGLE
15122,../input/100-bird-species/train/GOLDEN EAGLE/018.jpg,GOLDEN EAGLE
15123,../input/100-bird-species/train/GOLDEN EAGLE/019.jpg,GOLDEN EAGLE
15124,../input/100-bird-species/train/GOLDEN EAGLE/020.jpg,GOLDEN EAGLE
15125,../input/100-bird-species/train/GOLDEN EAGLE/021.jpg,GOLDEN EAGLE
15126,../input/100-bird-species/train/GOLDEN EAGLE/022.jpg,GOLDEN EAGLE
15127,../input/100-bird-species/train/GOLDEN EAGLE/023.jpg,GOLDEN EAGLE
15128,../input/100-bird-species/train/GOLDEN EAGLE/024.jpg,GOLDEN EAGLE
15129,../input/100-bird-species/train/GOLDEN EAGLE/025.jpg,GOLDEN EAGLE
15130,../input/100-bird-species/train/GOLDEN EAGLE/026.jpg,GOLDEN EAGLE
15131,../input/100-bird-species/train/GOLDEN EAGLE/027.jpg,GOLDEN EAGLE
15132,../input/100-bird-species/train/GOLDEN EAGLE/028.jpg,GOLDEN EAGLE
15133,../input/100-bird-species/train/GOLDEN EAGLE/029.jpg,GOLDEN EAGLE
15134,../input/100-bird-species/train/GOLDEN EAGLE/030.jpg,GOLDEN EAGLE
15135,../input/100-bird-species/train/GOLDEN EAGLE/031.jpg,GOLDEN EAGLE
15136,../input/100-bird-species/train/GOLDEN EAGLE/032.jpg,GOLDEN EAGLE
15137,../input/100-bird-species/train/GOLDEN EAGLE/033.jpg,GOLDEN EAGLE
15138,../input/100-bird-species/train/GOLDEN EAGLE/034.jpg,GOLDEN EAGLE
15139,../input/100-bird-species/train/GOLDEN EAGLE/035.jpg,GOLDEN EAGLE
15140,../input/100-bird-species/train/GOLDEN EAGLE/036.jpg,GOLDEN EAGLE
15141,../input/100-bird-species/train/GOLDEN EAGLE/037.jpg,GOLDEN EAGLE
15142,../input/100-bird-species/train/GOLDEN EAGLE/038.jpg,GOLDEN EAGLE
15143,../input/100-bird-species/train/GOLDEN EAGLE/039.jpg,GOLDEN EAGLE
15144,../input/100-bird-species/train/GOLDEN EAGLE/040.jpg,GOLDEN EAGLE
15145,../input/100-bird-species/train/GOLDEN EAGLE/041.jpg,GOLDEN EAGLE
15146,../input/100-bird-species/train/GOLDEN EAGLE/042.jpg,GOLDEN EAGLE
15147,../input/100-bird-species/train/GOLDEN EAGLE/043.jpg,GOLDEN EAGLE
15148,../input/100-bird-species/train/GOLDEN EAGLE/044.jpg,GOLDEN EAGLE
15149,../input/100-bird-species/train/GOLDEN EAGLE/045.jpg,GOLDEN EAGLE
15150,../input/100-bird-species/train/GOLDEN EAGLE/046.jpg,GOLDEN EAGLE
15151,../input/100-bird-species/train/GOLDEN EAGLE/047.jpg,GOLDEN EAGLE
15152,../input/100-bird-species/train/GOLDEN EAGLE/048.jpg,GOLDEN EAGLE
15153,../input/100-bird-species/train/GOLDEN EAGLE/049.jpg,GOLDEN EAGLE
15154,../input/100-bird-species/train/GOLDEN EAGLE/050.jpg,GOLDEN EAGLE
15155,../input/100-bird-species/train/GOLDEN EAGLE/051.jpg,GOLDEN EAGLE
15156,../input/100-bird-species/train/GOLDEN EAGLE/052.jpg,GOLDEN EAGLE
15157,../input/100-bird-species/train/GOLDEN EAGLE/053.jpg,GOLDEN EAGLE
15158,../input/100-bird-species/train/GOLDEN EAGLE/054.jpg,GOLDEN EAGLE
15159,../input/100-bird-species/train/GOLDEN EAGLE/055.jpg,GOLDEN EAGLE
15160,../input/100-bird-species/train/GOLDEN EAGLE/056.jpg,GOLDEN EAGLE
15161,../input/100-bird-species/train/GOLDEN EAGLE/057.jpg,GOLDEN EAGLE
15162,../input/100-bird-species/train/GOLDEN EAGLE/058.jpg,GOLDEN EAGLE
15163,../input/100-bird-species/train/GOLDEN EAGLE/059.jpg,GOLDEN EAGLE
15164,../input/100-bird-species/train/GOLDEN EAGLE/060.jpg,GOLDEN EAGLE
15165,../input/100-bird-species/train/GOLDEN EAGLE/061.jpg,GOLDEN EAGLE
15166,../input/100-bird-species/train/GOLDEN EAGLE/062.jpg,GOLDEN EAGLE
15167,../input/100-bird-species/train/GOLDEN EAGLE/063.jpg,GOLDEN EAGLE
15168,../input/100-bird-species/train/GOLDEN EAGLE/064.jpg,GOLDEN EAGLE
15169,../input/100-bird-species/train/GOLDEN EAGLE/065.jpg,GOLDEN EAGLE
15170,../input/100-bird-species/train/GOLDEN EAGLE/066.jpg,GOLDEN EAGLE
15171,../input/100-bird-species/train/GOLDEN EAGLE/067.jpg,GOLDEN EAGLE
15172,../input/100-bird-species/train/GOLDEN EAGLE/068.jpg,GOLDEN EAGLE
15173,../input/100-bird-species/train/GOLDEN EAGLE/069.jpg,GOLDEN EAGLE
15174,../input/100-bird-species/train/GOLDEN EAGLE/070.jpg,GOLDEN EAGLE
15175,../input/100-bird-species/train/GOLDEN EAGLE/071.jpg,GOLDEN EAGLE
15176,../input/100-bird-species/train/GOLDEN EAGLE/072.jpg,GOLDEN EAGLE
15177,../input/100-bird-species/train/GOLDEN EAGLE/073.jpg,GOLDEN EAGLE
15178,../input/100-bird-species/train/GOLDEN EAGLE/074.jpg,GOLDEN EAGLE
15179,../input/100-bird-species/train/GOLDEN EAGLE/075.jpg,GOLDEN EAGLE
15180,../input/100-bird-species/train/GOLDEN EAGLE/076.jpg,GOLDEN EAGLE
15181,../input/100-bird-species/train/GOLDEN EAGLE/077.jpg,GOLDEN EAGLE
15182,../input/100-bird-species/train/GOLDEN EAGLE/078.jpg,GOLDEN EAGLE
15183,../input/100-bird-species/train/GOLDEN EAGLE/079.jpg,GOLDEN EAGLE
15184,../input/100-bird-species/train/GOLDEN EAGLE/080.jpg,GOLDEN EAGLE
15185,../input/100-bird-species/train/GOLDEN EAGLE/081.jpg,GOLDEN EAGLE
15186,../input/100-bird-species/train/GOLDEN EAGLE/082.jpg,GOLDEN EAGLE
15187,../input/100-bird-species/train/GOLDEN EAGLE/083.jpg,GOLDEN EAGLE
15188,../input/100-bird-species/train/GOLDEN EAGLE/084.jpg,GOLDEN EAGLE
15189,../input/100-bird-species/train/GOLDEN EAGLE/085.jpg,GOLDEN EAGLE
15190,../input/100-bird-species/train/GOLDEN EAGLE/086.jpg,GOLDEN EAGLE
15191,../input/100-bird-species/train/GOLDEN EAGLE/087.jpg,GOLDEN EAGLE
15192,../input/100-bird-species/train/GOLDEN EAGLE/088.jpg,GOLDEN EAGLE
15193,../input/100-bird-species/train/GOLDEN EAGLE/089.jpg,GOLDEN EAGLE
15194,../input/100-bird-species/train/GOLDEN EAGLE/090.jpg,GOLDEN EAGLE
15195,../input/100-bird-species/train/GOLDEN EAGLE/091.jpg,GOLDEN EAGLE
15196,../input/100-bird-species/train/GOLDEN EAGLE/092.jpg,GOLDEN EAGLE
15197,../input/100-bird-species/train/GOLDEN EAGLE/093.jpg,GOLDEN EAGLE
15198,../input/100-bird-species/train/GOLDEN EAGLE/094.jpg,GOLDEN EAGLE
15199,../input/100-bird-species/train/GOLDEN EAGLE/095.jpg,GOLDEN EAGLE
15200,../input/100-bird-species/train/GOLDEN EAGLE/096.jpg,GOLDEN EAGLE
15201,../input/100-bird-species/train/GOLDEN EAGLE/097.jpg,GOLDEN EAGLE
15202,../input/100-bird-species/train/GOLDEN EAGLE/098.jpg,GOLDEN EAGLE
15203,../input/100-bird-species/train/GOLDEN EAGLE/099.jpg,GOLDEN EAGLE
15204,../input/100-bird-species/train/GOLDEN EAGLE/100.jpg,GOLDEN EAGLE
15205,../input/100-bird-species/train/GOLDEN EAGLE/101.jpg,GOLDEN EAGLE
15206,../input/100-bird-species/train/GOLDEN EAGLE/102.jpg,GOLDEN EAGLE
15207,../input/100-bird-species/train/GOLDEN EAGLE/103.jpg,GOLDEN EAGLE
15208,../input/100-bird-species/train/GOLDEN EAGLE/104.jpg,GOLDEN EAGLE
15209,../input/100-bird-species/train/GOLDEN EAGLE/105.jpg,GOLDEN EAGLE
15210,../input/100-bird-species/train/GOLDEN EAGLE/106.jpg,GOLDEN EAGLE
15211,../input/100-bird-species/train/GOLDEN EAGLE/107.jpg,GOLDEN EAGLE
15212,../input/100-bird-species/train/GOLDEN EAGLE/108.jpg,GOLDEN EAGLE
15213,../input/100-bird-species/train/GOLDEN EAGLE/109.jpg,GOLDEN EAGLE
15214,../input/100-bird-species/train/GOLDEN EAGLE/110.jpg,GOLDEN EAGLE
15215,../input/100-bird-species/train/GOLDEN EAGLE/111.jpg,GOLDEN EAGLE
